nazwa-zmienna,id-zmienna,id-przekroj,id-okres
Eksport towarów,220,1136,257
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,796,248
Bariery działalności w budownictwie,133,812,248
Relacje cen targowiskowych do cen skupu żywca wieprzowego,320,16,255
Wskaźnik wolumenu w obrotach handlu zagranicznego w imporcie,228,789,259
Eksport towarów,220,1199,253
Turystyczne obiekty noclegowe,89,174,282
Obecne dokonywanie ważnych zakupów,471,16,271
Wskaźniki cen importu i eksportu,329,772,269
Mieszkania oddane do użytkowania,381,16,268
Przewidywana sprzedaż,169,958,255
Źródła finansowania inwestycji - inne,191,751,328
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,262
Import towarów wg kraju pochodzenia,221,1116,266
Wydatki budżetu państwa,153,1103,282
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,1242,257
Saldo obrotów towarowych wg kraju wysyłki,183,1194,248
Przewidywane nakłady inwestycyjne - handel,172,834,253
Import towarów wg kraju wysyłki,222,1246,268
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,2,258
Przewidywane nakłady inwestycyjne - handel,172,757,254
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,819,250
Import towarów wg kraju wysyłki,222,1144,260
Bieżąca sytuacja finansowa przedsiębiorstwa,141,803,249
Wskaźniki cen produktów rolnych uzyskiwanych przez rolników na targowiskach,323,781,279
Eksport towarów,220,1194,252
Zasiłki i świadczenia przedemerytalne,291,16,256
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,253
Import towarów wg kraju pochodzenia,221,1199,248
Wskaźniki cen importu i eksportu,329,772,262
Import towarów wg kraju wysyłki,222,1115,260
Stopa bezrobocia - BAEL (do 2020 r.),369,1164,272
Zmiana nakładów na inwestycje w roku bieżącym w stosunku do nakładów z ubiegłego roku,164,801,329
Import towarów wg kraju pochodzenia,221,1116,262
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,797,254
Wskaźniki cen importu i eksportu,329,772,266
Nakłady wewnętrzne na działalność badawczą i rozwojową w zakresie nanotechnologii,467,16,282
Import towarów wg kraju wysyłki,222,1243,250
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,796,254
Przewidywana sprzedaż,169,958,250
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,801,258
Produkcja budowlano-montażowa,392,93,264
Import towarów wg kraju pochodzenia,221,1198,262
Zagwarantowany okres działania przedsiębiorstwa - usługi,190,787,251
Bariery działalności w budownictwie,133,812,254
Mediana cen za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych,307,485,271
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,16,253
Wskaźnik zatrudnienia - BAEL (do 2020 r.),370,221,270
Ceny detaliczne towarów żywnościowych,303,740,253
Zbiorniki bezodpływowe,209,156,282
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,751,250
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,282
Eksport towarów,220,1243,282
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,258
Przewidywane zatrudnienie,174,777,250
Aktywne jednostki reintegracji społeczno-zawodowej,81,322,282
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,776,249
Aktualne moce produkcyjne (przy posiadanym portfelu zamówień i przewidywanych zmianach popytu) - przetwórstwo przemysłowe,132,796,247
Wolne miejsca pracy,426,41,270
Import towarów wg kraju pochodzenia,221,1198,266
Przeciętne miesięczne wynagrodzenie brutto w gospodarce narodowej,398,16,272
Obecna możliwość oszczędzania pieniędzy,470,16,270
Mieszkania w budowie,382,16,268
Udzielone noclegi w turystycznych obiektach noclegowych,94,1304,254
Zasiłki i świadczenia przedemerytalne,291,16,248
Mieszkania oddane do użytkowania,381,118,264
Import towarów wg kraju wysyłki,222,1198,269
Pozwolenia na budowę i zgłoszenia z projektem budowlanym budowy nowych budynków zbiorowego zamieszkania oraz nowych budynków niemieszkalnych i obiektów inżynierii lądowej i wodnej,391,116,277
Przewidywane nakłady inwestycyjne - handel,172,757,251
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,751,251
Wskaźniki cen towarów i usług konsumpcyjnych,305,737,277
Import towarów wg kraju pochodzenia,221,1144,264
Placówki wsparcia dziennego,254,601,282
Eksport towarów,220,1243,265
Ogrody zoologiczne,353,2,282
Saldo obrotów towarowych wg kraju wysyłki,183,1136,266
Przewidywane ceny,171,777,257
Import towarów wg kraju pochodzenia,221,1198,260
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,16,252
Małżeństwa na 1000 ludności,29,16,257
Bariery działalności w handlu,134,816,252
Import towarów wg kraju pochodzenia,221,1144,250
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,247
Eksport towarów,220,1246,259
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,960,250
Produkcja budowlano-montażowa,392,93,275
Przewidywane zamówienia u dostawców - handel,173,757,249
Odsetek osób zamawiających lub kupujących przez Internet towary lub usługi do użytku prywatnego (w ciągu ostatnich 12 miesięcy),363,138,282
Dzieci w rodzinach zastępczych,261,714,282
Bieżąca sytuacja finansowa przedsiębiorstwa,141,777,254
Bariery działalności w przetwórstwie przemysłowym,135,809,248
Pracownie specjalistyczne,122,523,282
Eksport towarów,220,1246,253
Eksport towarów,220,1243,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1194,268
Bezrobotni - BAEL (do 2020 r.),367,1163,273
Przyłącza kanalizacyjne prowadzące do budynków mieszkalnych,215,1234,282
Pracujący w sektorze przedsiębiorstw,377,12,249
Absolwenci kursów,113,537,282
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,803,247
Przewidywany popyt,179,804,253
Zasiłki i świadczenia przedemerytalne,291,16,267
Ceny producentów wyrobów spożywczych,313,655,249
Przyrost naturalny na 1000 ludności,24,16,252
Mieszkania oddane do użytkowania,381,102,261
Import towarów wg kraju pochodzenia,221,1199,250
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,256
Eksport towarów,220,1198,266
Import towarów wg kraju wysyłki,222,1243,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,263
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,264
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,801,248
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,263
Stopa bezrobocia - BAEL (do 2020 r.),369,1163,272
Powierzchnia użytkowa mieszkań oddanych do użytkowania,387,102,264
Import towarów wg kraju pochodzenia,221,1136,282
Placówki stacjonarne pomocy społecznej,275,630,282
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,803,248
Aktualne moce produkcyjne (przy posiadanym portfelu zamówień i przewidywanych zmianach popytu) - przetwórstwo przemysłowe,132,786,250
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,796,252
Odnowienia lasów,337,184,282
Saldo obrotów towarowych wg kraju wysyłki,183,1136,262
Bariery działalności w handlu,134,816,247
Saldo obrotów towarowych wg kraju wysyłki,183,1136,253
Opóźnienia płatności,158,802,247
Bieżąca produkcja,140,956,249
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,801,256
Przeciętna miesięczna emerytura i renta brutto rolników indywidualnych,288,16,248
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,819,248
Import towarów wg kraju wysyłki,222,1194,266
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,757,250
Przewidywany popyt,179,804,257
Saldo obrotów towarowych wg kraju wysyłki,183,1136,268
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,796,257
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,249
Mieszkania oddane do użytkowania,381,102,272
Bieżąca sprzedaż,137,958,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1115,251
Przewidywane nakłady inwestycyjne - handel,172,796,252
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,255
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,834,252
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,257
Przeciętna miesięczna emerytura i renta brutto wypłacona przez ZUS,6,16,268
Rodziny korzystające z pomocy rodzin wspierających,252,16,282
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,796,255
Saldo obrotów towarowych wg kraju pochodzenia,223,1115,261
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,16,251
Bieżąca sprzedaż,137,958,252
Sprawy rozpatrywane w sądach powszechnych,344,998,282
Import towarów wg kraju wysyłki,222,1115,257
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,819,249
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,265
Odbiorcy gazu z sieci – gospodarstwa domowe,210,662,282
Wskaźnik ufności koniunktury gospodarczej – usługi,188,16,257
Saldo obrotów towarowych wg kraju wysyłki,183,1136,267
Wskaźnik ogólnego klimatu koniunktury,184,960,247
Mieszkańcy placówek stacjonarnych pomocy społecznej (stan na 31 XII),277,619,282
Eksport towarów,220,1198,252
Saldo obrotów towarowych wg kraju wysyłki,183,1115,249
Bariery działalności w handlu,134,814,256
Przewidywane ceny,171,803,249
Mieszkania oddane do użytkowania,381,118,269
Odsetek osób regularnie korzystających z Internetu,362,131,282
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,1242,258
Placówki stacjonarne pomocy społecznej,275,691,282
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,12,269
Powierzchnia użytkowa nowych budynków zbiorowego zamieszkania oraz nowych budynków niemieszkalnych, na których budowę wydano pozwolenia,389,115,277
Przewidywana sytuacja finansowa przedsiębiorstwa,170,803,253
Zgłoszenia wynalazków,462,170,282
Aktualne moce produkcyjne (przy posiadanym portfelu zamówień i przewidywanych zmianach popytu) - przetwórstwo przemysłowe,132,786,253
Stopień wykorzystania pokoi w obiektach hotelowych,96,1299,272
Bariery działalności w przetwórstwie przemysłowym,135,809,257
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,16,248
Import towarów wg kraju pochodzenia,221,1198,263
Pozycja przedsiębiorstwa wobec konkurencji na rynkach zagranicznych wewnątrz Unii Europejskiej - przetwórstwo przemysłowe,161,796,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1198,249
Przewidywany portfel zamówień na rynku krajowym - budownictwo,181,796,257
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,250
Bieżąca sytuacja finansowa przedsiębiorstwa,141,777,253
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,796,253
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,257
Akcje ratownicze Morskiej Służby Poszukiwania i Ratownictwa,239,1012,282
Przewidywane nakłady inwestycyjne - handel,172,796,257
Rezerwaty przyrody,468,119,282
Zasiłki i świadczenia przedemerytalne,291,16,259
Przewidywana sytuacja finansowa przedsiębiorstwa,170,960,252
Urodzenia żywe na 1000 ludności,28,16,251
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,265
Bieżący popyt - usługi,143,787,254
Import towarów wg kraju wysyłki,222,1198,262
Saldo obrotów towarowych wg kraju wysyłki,183,1116,263
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,751,250
Eksport towarów,220,1144,263
Przewidywane zamówienia u dostawców - handel,173,834,252
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,796,250
Zagwarantowany okres działania przedsiębiorstwa - usługi,190,787,253
Saldo obrotów towarowych wg kraju pochodzenia,223,1144,255
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,269
Bieżąca sprzedaż,137,777,248
Przewidywana sprzedaż,169,777,251
Saldo obrotów towarowych wg kraju wysyłki,183,1115,247
Przewidywane ceny,171,960,254
Eksport towarów,220,1136,247
Przewidywana sytuacja finansowa przedsiębiorstwa,170,751,256
Import towarów wg kraju wysyłki,222,1116,258
Saldo obrotów towarowych wg kraju wysyłki,183,1115,252
Import towarów wg kraju wysyłki,222,1115,259
Produkcja budowlano-montażowa,392,16,253
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,751,258
Nowe budynki mieszkalne oddane do użytkowania,385,107,282
Dzieci w rodzinnej pieczy zastępczej,260,613,282
Osoby korzystające ze świadczeń pomocy społecznej,281,2,282
Wskaźniki cen towarów i usług konsumpcyjnych,305,908,265
Pracujący - BAEL (do 2020 r.),1,1164,271
Przewidywana sytuacja finansowa przedsiębiorstwa,170,751,257
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,270
Odsetek przedsiębiorstw zatrudniających specjalistów ICT,339,3,282
Przewidywany portfel zamówień krajowy i zagraniczny - przetwórstwo przemysłowe,180,786,255
Przewidywana sprzedaż,169,958,257
Wielkość zużycia nieenergetycznego,238,865,282
Mieszkania, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym,384,102,268
Nowe budynki oddane do użytkowania,386,109,282
Ogólny wskaźnik syntetyczny koniunktury gospodarczej GUS (SI),157,935,253
Import towarów wg kraju wysyłki,222,1115,267
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,803,251
Bieżący stan zapasów towarów - handel,147,834,249
Import towarów wg kraju wysyłki,222,1136,262
Bieżąca produkcja,140,801,255
Wskaźniki cen skupu produktów rolnych,324,775,251
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,751,253
Nakłady wewnętrzne na działalność badawczą i rozwojową,406,2,282
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,757,248
Eksport towarów,220,1144,258
Ceny detaliczne towarów nieżywnościowych i usług konsumpcyjnych,302,750,250
Import towarów wg kraju wysyłki,222,1246,253
Saldo obrotów towarowych wg kraju pochodzenia,223,1198,259
Import towarów wg kraju pochodzenia,221,1194,262
Import towarów wg kraju wysyłki,222,1246,255
Bieżący stan zapasów towarów - handel,147,834,252
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,803,256
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,1242,256
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,801,254
Wskaźniki cen produktów rolnych uzyskiwanych przez rolników na targowiskach,323,781,250
Odsetek przedsiębiorstw posiadających dostęp do Internetu,332,5,282
Zasiłki z ubezpieczenia społecznego,289,16,266
Ogólny wskaźnik syntetyczny koniunktury gospodarczej GUS (SI),157,936,253
Przewidywana sytuacja finansowa przedsiębiorstwa,170,777,257
Aktywni zawodowo - BAEL (do 2020 r.),366,1163,273
Powierzchnia użytkowa mieszkań,207,685,322
Personel medyczny w zakładach stacjonarnych pomocy społecznej,280,629,282
Wskaźnik wolumenu w obrotach handlu zagranicznego w eksporcie,227,789,255
Bieżąca produkcja,140,797,248
Import towarów wg kraju wysyłki,222,1116,267
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,796,256
Import towarów wg kraju pochodzenia,221,1199,268
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,796,253
Źródła finansowania środków obrotowych w działalności handlowej - kredyt kupiecki,198,834,256
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,260
Wskaźnik ogólnego klimatu koniunktury,184,960,252
Produkcja budowlano-montażowa,392,98,282
Saldo obrotów towarowych wg kraju wysyłki,183,1243,259
Bieżący wskaźnik ufności konsumenckiej (BWUK),469,16,247
Bieżąca sprzedaż,137,777,249
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,751,254
Import towarów wg kraju wysyłki,222,1194,263
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,751,250
Wynajęte pokoje w obiektach hotelowych,92,1300,271
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,2,251
Przewidywane nakłady inwestycyjne - handel,172,796,247
Nadane stopnie naukowe,420,18,282
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,268
Pozycja przedsiębiorstwa wobec konkurencji na innych rynkach zagranicznych poza krajami Unii Europejskiej - przetwórstwo przemysłowe,160,2,253
